tconst,averageRating,numVotes
tt0708656,7.5,2318
tt0708660,7.8,2318
tt10525818,8.7,2318
tt13498252,7.5,2318
tt1492923,7.0,2318
tt1608867,8.6,2318
tt2005608,6.8,2318
tt2103562,7.5,2318
tt2641874,4.7,2318
tt31022157,8.0,2318
tt5332502,5.9,2318
tt6139796,8.5,2318
tt7080422,5.7,2318
tt7246760,8.4,2318
tt8694594,6.5,2318
tt0024865,6.9,2317
tt0056370,7.1,2317
tt0073605,6.3,2317
tt0118644,6.4,2317
tt0699505,8.1,2317
tt0699526,8.0,2317
tt10058816,8.0,2317
tt11280716,6.3,2317
tt11703922,7.9,2317
tt11815104,7.9,2317
tt1260567,4.8,2317
tt1540598,7.7,2317
tt1577178,7.5,2317
tt1927249,8.1,2317
tt20782578,7.2,2317
tt30701950,7.0,2317
tt32086252,6.2,2317
tt3280584,8.0,2317
tt4635936,6.9,2317
tt5563782,4.9,2317
tt7560964,4.7,2317
tt8960486,7.5,2317
tt0069298,5.3,2316
tt0073482,7.2,2316
tt0079815,7.5,2316
tt0082537,4.8,2316
tt0101502,5.3,2316
tt0337812,4.0,2316
tt0708582,5.8,2316
tt15170748,7.1,2316
tt2043470,7.2,2316
tt3313066,8.4,2316
tt4400028,6.3,2316
tt4706434,7.9,2316
tt5215486,7.5,2316
tt5846038,8.7,2316
tt8318648,6.3,2316
tt0042044,7.2,2315
tt0107471,6.9,2315
tt0141986,6.9,2315
tt0175122,8.0,2315
tt0458072,6.4,2315
tt0699496,7.9,2315
tt0965382,8.6,2315
tt10641510,8.0,2315
tt10768548,6.1,2315
tt1243827,8.5,2315
tt24973142,6.1,2315
tt3551400,3.9,2315
tt4215766,6.4,2315
tt4645280,8.4,2315
tt5467554,6.0,2315
tt7412652,8.8,2315
tt9150544,8.5,2315
tt9150560,8.3,2315
tt0050545,5.3,2314
tt0051649,6.4,2314
tt0054004,6.9,2314
tt0057637,7.5,2314
tt0067528,6.0,2314
tt0293113,6.8,2314
tt0342012,7.6,2314
tt0407821,6.5,2314
tt0482957,5.8,2314
tt0708591,6.4,2314
tt13635348,1.7,2314
tt15164298,4.8,2314
tt22497290,7.6,2314
tt28685624,7.4,2314
tt32019325,7.2,2314
tt4733278,3.6,2314
tt5625066,5.4,2314
tt5700648,6.7,2314
tt7183140,8.5,2314
tt0031377,6.8,2313
tt0061752,7.2,2313
tt0069316,6.3,2313
tt0074434,3.7,2313
tt0149937,8.2,2313
tt0176664,7.3,2313
tt0205410,8.1,2313
tt0226771,7.7,2313
tt0469965,4.3,2313
tt0840551,8.0,2313
tt10761004,8.7,2313
tt1166961,6.3,2313
tt14161316,7.6,2313
tt15108954,6.2,2313
tt1630889,8.1,2313
tt1729484,8.1,2313
tt2245683,8.8,2313
tt6041048,6.5,2313
tt8519684,7.6,2313
tt0076933,5.7,2312
tt0077469,5.0,2312
tt0367854,4.5,2312
tt0377171,8.2,2312
tt0576914,7.6,2312
tt0701143,6.5,2312
tt12856788,5.8,2312
tt2009776,6.2,2312
tt22394800,7.2,2312
tt2539232,7.8,2312
tt28102595,8.3,2312
tt4228294,6.7,2312
tt4427076,6.9,2312
tt5218500,7.1,2312
tt5730780,8.6,2312
tt9252090,8.1,2312
tt0026406,6.7,2311
tt0039887,6.0,2311
tt0080645,4.8,2311
tt0230025,6.4,2311
tt0519597,8.3,2311
tt1195419,6.3,2311
tt1304612,6.7,2311
tt2208531,8.6,2311
tt2299123,8.2,2311
tt4576352,7.7,2311
tt6264954,7.1,2311
tt6611288,8.5,2311
tt6634646,6.4,2311
tt8660724,7.1,2311
tt9858238,6.1,2311
tt0047550,6.4,2310
tt0093546,5.7,2310
tt0434541,4.6,2310
tt0556292,7.9,2310
tt0699528,7.9,2310
tt0699536,7.6,2310
tt0708493,7.5,2310
tt0734642,6.6,2310
tt1110970,7.9,2310
tt1129427,5.5,2310
tt13491834,5.9,2310
tt3214286,6.8,2310
tt32820797,8.1,2310
tt35287264,8.7,2310
tt3784118,8.1,2310
tt5462068,8.8,2310
tt6098922,7.3,2310
tt0074599,5.7,2309
tt0101444,6.3,2309
tt0115040,7.6,2309
tt0137226,7.8,2309
tt0708967,8.0,2309
tt0901371,8.1,2309
tt1188983,5.9,2309
tt12283394,7.3,2309
tt13142240,6.4,2309
tt13916442,7.2,2309
tt14647952,8.4,2309
tt2175672,7.5,2309
tt2249079,7.0,2309
tt2746176,7.2,2309
tt28539705,6.5,2309
tt5065810,6.3,2309
tt5668376,7.9,2309
tt6449730,7.4,2309
tt0105438,7.6,2308
tt0190171,6.9,2308
tt0259929,5.4,2308
tt0352110,7.2,2308
tt0354262,8.1,2308
tt0702023,8.2,2308
tt1170402,5.5,2308
tt1400251,9.4,2308
tt15979222,6.1,2308
tt16364434,6.7,2308
tt2003727,9.4,2308
tt20204996,6.3,2308
tt3631602,8.2,2308
tt6620324,6.0,2308
tt7599132,7.1,2308
tt0031173,6.7,2307
tt0051706,6.2,2307
tt0089552,6.3,2307
tt0107349,6.5,2307
tt0115042,4.7,2307
tt0355183,7.6,2307
tt0442207,6.2,2307
tt0708613,6.7,2307
tt0805540,8.1,2307
tt13240610,5.5,2307
tt20240228,5.9,2307
tt2090537,6.8,2307
tt21955196,5.7,2307
tt22726060,5.9,2307
tt35665851,7.2,2307
tt3652142,4.0,2307
tt37094054,9.7,2307
tt5218492,7.3,2307
tt5807790,8.2,2307
tt5834410,5.8,2307
tt5969074,5.4,2307
tt6316090,8.7,2307
tt9287940,8.2,2307
tt0025610,7.0,2306
tt0039464,6.9,2306
tt0108293,6.2,2306
tt0236019,6.3,2306
tt0701272,7.2,2306
tt1015471,6.0,2306
tt10750088,6.2,2306
tt1179773,7.4,2306
tt13890392,6.6,2306
tt1630887,7.6,2306
tt21096438,7.4,2306
tt2476288,6.4,2306
tt32544507,6.8,2306
tt3380306,8.2,2306
tt3512072,7.1,2306
tt5259588,8.1,2306
tt8108152,9.1,2306
tt9341012,8.3,2306
tt0085390,6.9,2305
tt0491764,3.6,2305
tt1012729,6.2,2305
tt1093934,7.6,2305
tt11757652,8.2,2305
tt13360852,7.6,2305
tt13865736,6.2,2305
tt1659253,6.5,2305
tt1907707,6.0,2305
tt21833834,6.2,2305
tt2280877,8.4,2305
tt24165132,8.0,2305
tt2597718,4.8,2305
tt27843828,6.4,2305
tt3241196,6.2,2305
tt6887728,8.0,2305
tt7210426,6.9,2305
tt7880466,6.2,2305
tt8473906,7.2,2305
tt8518216,7.5,2305
tt9358196,7.0,2305
tt9426212,7.3,2305
tt0089029,6.3,2304
tt0499484,5.9,2304
tt0651853,8.7,2304
tt0708616,7.8,2304
tt0772139,6.7,2304
tt0996435,6.3,2304
tt13288678,6.6,2304
tt2014202,4.9,2304
tt23472210,6.0,2304
tt2459040,7.7,2304
tt29114624,4.8,2304
tt2915160,7.1,2304
tt3289944,6.8,2304
tt33255522,3.1,2304
tt5282594,7.9,2304
tt6256692,8.0,2304
tt9307252,8.6,2304
tt0036191,7.0,2303
tt0114329,7.6,2303
tt0123385,6.7,2303
tt0265987,7.7,2303
tt0576955,7.7,2303
tt0709005,7.8,2303
tt1116182,6.2,2303
tt11583026,8.0,2303
tt15261812,6.1,2303
tt1537549,7.7,2303
tt32459857,8.0,2303
tt3391660,8.3,2303
tt37094057,9.6,2303
tt4995590,7.2,2303
tt8519638,6.8,2303
tt9462944,6.3,2303
tt0046035,6.4,2302
tt0054017,4.7,2302
tt0077740,7.5,2302
tt0102032,6.5,2302
tt0201517,6.8,2302
tt0390123,7.3,2302
tt0708572,7.6,2302
tt13131610,3.3,2302
tt2939430,8.0,2302
tt3653874,7.4,2302
tt4280430,5.9,2302
tt6493676,7.5,2302
tt0040550,6.4,2301
tt0047682,7.7,2301
tt0054545,7.2,2301
tt0117621,7.8,2301
tt0668307,8.0,2301
tt0699525,7.8,2301
tt0708918,7.2,2301
tt12801374,7.2,2301
tt1410205,3.3,2301
tt2287170,6.6,2301
tt2361184,5.3,2301
tt2666310,8.3,2301
tt2756412,3.4,2301
tt35705915,7.6,2301
tt3573598,5.3,2301
tt3719468,9.5,2301
tt3979142,8.5,2301
tt5639388,4.4,2301
tt6284564,4.2,2301
tt7195802,8.2,2301
tt7763020,6.4,2301
tt8418252,8.5,2301
tt0042665,7.3,2300
tt0045706,5.9,2300
tt0051690,7.0,2300
tt0080929,6.2,2300
tt0443579,7.5,2300
tt0708560,8.3,2300
tt0734615,7.2,2300
tt10680456,7.7,2300
tt12059016,5.0,2300
tt1212033,7.6,2300
tt15050268,8.6,2300
tt1955162,8.3,2300
tt2156199,9.1,2300
tt28807331,8.4,2300
tt3003738,9.1,2300
tt4578448,8.7,2300
tt4943218,5.1,2300
tt5902138,6.2,2300
tt7360186,7.7,2300
tt7449916,7.0,2300
tt9033634,6.7,2300
tt9149870,7.9,2300
tt0055058,4.5,2299
tt0085178,8.1,2299
tt0190839,8.0,2299
tt0445161,6.5,2299
tt0708657,6.9,2299
tt11781672,8.3,2299
tt12696344,8.0,2299
tt1320785,8.1,2299
tt1630885,6.4,2299
tt21301278,8.3,2299
tt22750226,7.7,2299
tt3653878,7.8,2299
tt4755410,7.7,2299
tt5895096,8.1,2299
tt6068896,8.5,2299
tt6493688,8.0,2299
tt7534150,5.9,2299
tt7801806,9.0,2299
tt0041796,6.9,2298
tt0058414,7.9,2298
tt0096003,6.5,2298
tt0451069,5.1,2298
tt0512914,7.8,2298
tt0556312,8.0,2298
tt0578587,8.7,2298
tt14189540,8.6,2298
tt15528002,8.0,2298
tt29269921,8.3,2298
tt29269925,8.5,2298
tt32367569,9.1,2298
tt5957628,7.6,2298
tt0028818,7.3,2297
tt0068000,5.1,2297
tt0080623,5.6,2297
tt0125616,7.4,2297
tt0216605,6.0,2297
tt0969268,6.7,2297
tt0992427,8.6,2297
tt10761026,9.1,2297
tt15394254,7.6,2297
tt1636349,8.8,2297
tt26542635,7.8,2297
tt2905082,4.7,2297
tt3041550,7.5,2297
tt5372528,4.0,2297
tt6906022,8.1,2297
tt0016654,7.0,2296
tt0092963,8.1,2296
tt0122603,2.9,2296
tt0276011,2.4,2296
tt0519777,8.7,2296
tt0668302,8.0,2296
tt0708594,7.3,2296
tt0734589,7.6,2296
tt0885707,9.5,2296
tt10572516,6.9,2296
tt1093906,3.3,2296
tt11752676,8.0,2296
tt12079212,7.3,2296
tt1757779,5.0,2296
tt1960666,9.3,2296
tt2246953,6.9,2296
tt2396875,9.0,2296
tt0085208,6.4,2295
tt0113918,6.8,2295
tt0576937,7.2,2295
tt0699534,8.2,2295
tt1024215,8.1,2295
tt11247184,9.2,2295
tt13824186,6.8,2295
tt15420598,6.2,2295
tt15939220,8.1,2295
tt20115114,7.2,2295
tt2912476,8.1,2295
tt33310268,8.5,2295
tt3732454,8.8,2295
tt5687416,7.3,2295
tt8146760,7.8,2295
tt8543208,8.0,2295
tt0084058,6.5,2294
tt0091706,5.5,2294
tt0095574,6.9,2294
tt0099363,7.5,2294
tt0105179,4.1,2294
tt10080422,7.3,2294
tt1302559,6.7,2294
tt14091152,7.2,2294
tt1428589,9.3,2294
tt18332726,4.9,2294
tt20193354,7.4,2294
tt2250991,8.1,2294
tt2873214,5.5,2294
tt3093286,4.8,2294
tt4169146,6.7,2294
tt7787524,4.8,2294
tt9063584,8.8,2294
tt0699530,8.0,2293
tt0708644,6.9,2293
tt0813808,8.0,2293
tt0844622,8.3,2293
tt0878036,7.8,2293
tt0909291,9.2,2293
tt12785854,5.5,2293
tt1716767,5.5,2293
tt2236126,5.6,2293
tt28807220,8.5,2293
tt32597190,9.1,2293
tt3315380,4.7,2293
tt34821559,7.8,2293
tt3780314,7.8,2293
tt5728932,7.5,2293
tt5737582,5.4,2293
tt5957848,7.8,2293
tt6415098,7.2,2293
tt0039226,6.8,2292
tt0284714,7.2,2292
tt0315850,6.8,2292
tt0342767,9.0,2292
tt0576961,7.8,2292
tt0708667,7.3,2292
tt1051966,8.0,2292
tt13411814,5.8,2292
tt13473548,7.1,2292
tt1562664,8.3,2292
tt1614186,9.1,2292
tt21289592,8.3,2292
tt3104078,6.3,2292
tt3297792,4.0,2292
tt3765088,6.7,2292
tt3877718,6.4,2292
tt3993630,7.8,2292
tt4389738,7.5,2292
tt7037712,6.2,2292
tt7860890,8.4,2292
tt9355194,6.9,2292
tt0104658,7.2,2291
tt0424603,5.4,2291
tt0515237,7.9,2291
tt0572242,6.9,2291
tt1020955,6.1,2291
tt2125858,8.6,2291
tt30317033,6.7,2291
tt3504064,6.2,2291
tt3698118,6.2,2291
tt3780326,8.7,2291
tt4291066,7.8,2291
tt5584114,8.5,2291
tt7923832,7.2,2291
tt9791586,9.0,2291
tt0067209,8.2,2290
tt0113649,6.9,2290
tt1016164,7.1,2290
tt10418604,7.8,2290
tt11384306,6.8,2290
tt1245088,7.6,2290
tt14413028,7.8,2290
tt14604858,6.3,2290
tt1593604,8.0,2290
tt1840372,6.6,2290
tt2477218,5.7,2290
tt29268218,7.9,2290
tt3205444,7.9,2290
tt37094051,9.6,2290
tt5056040,8.5,2290
tt5895112,8.4,2290
tt7742120,8.1,2290
tt8247470,7.0,2290
tt8709288,6.6,2290
tt9043234,8.2,2290
tt0010307,7.7,2289
tt0089714,7.2,2289
tt0092363,6.7,2289
tt0120026,6.4,2289
tt0324742,7.9,2289
tt0485909,5.3,2289
tt0486048,8.8,2289
tt0708526,6.4,2289
tt1297298,4.9,2289
tt14647926,8.7,2289
tt21301666,5.3,2289
tt5668386,8.0,2289
tt6241338,7.8,2289
tt8312926,7.0,2289
tt9487638,8.8,2289
tt0077658,6.9,2288
tt0078281,7.5,2288
tt0107625,7.9,2288
tt0170811,7.3,2288
tt0179558,7.4,2288
tt0182225,7.7,2288
tt0191655,6.2,2288
tt0572209,7.0,2288
tt0582676,8.5,2288
tt0668283,8.8,2288
tt1072754,4.9,2288
tt12632016,8.1,2288
tt13247884,7.5,2288
tt1619514,7.3,2288
tt19351904,5.9,2288
tt1989758,8.5,2288
tt32230521,7.6,2288
tt4289062,4.5,2288
tt8978254,7.7,2288
tt0056844,7.2,2287
tt0078299,8.2,2287
tt0111082,5.5,2287
tt0118350,7.1,2287
tt0699515,8.2,2287
tt0699535,8.2,2287
tt10320398,8.1,2287
tt11357084,9.0,2287
tt12477616,8.0,2287
tt2122570,8.8,2287
tt2483070,8.1,2287
tt2667562,8.6,2287
tt3558642,3.7,2287
tt37024060,7.4,2287
tt6772946,3.3,2287
tt0090862,7.1,2286
tt0193187,6.0,2286
tt0250469,2.7,2286
tt0871197,6.3,2286
tt0993911,9.1,2286
tt11318302,6.5,2286
tt1256260,8.4,2286
tt14161378,6.8,2286
tt2433102,6.9,2286
tt28444513,8.5,2286
tt3551042,5.2,2286
tt4991632,6.4,2286
tt5236134,8.0,2286
tt7949624,6.5,2286
tt8519674,7.4,2286
tt9035624,9.3,2286
tt0047944,6.3,2285
tt0054642,5.5,2285
tt0284445,3.5,2285
tt0708525,7.4,2285
tt0906326,6.0,2285
tt10080430,7.3,2285
tt1095213,3.3,2285
tt12885610,7.1,2285
tt1620373,8.0,2285
tt18688184,5.5,2285
tt2108770,8.0,2285
tt21632956,7.2,2285
tt23728056,7.5,2285
tt3332046,8.3,2285
tt7690008,8.5,2285
tt0046425,6.5,2284
tt0085755,5.1,2284
tt0425638,2.7,2284
tt0734577,7.4,2284
tt0795277,8.5,2284
tt0901367,8.6,2284
tt0959342,5.2,2284
tt12689028,7.4,2284
tt1339122,5.9,2284
tt14307470,6.7,2284
tt22445494,8.3,2284
tt8362964,5.2,2284
tt9562908,7.6,2284
tt0027286,6.3,2283
tt0050610,5.7,2283
tt0327071,5.5,2283
tt0699514,7.8,2283
tt0745667,8.5,2283
tt0948539,4.9,2283
tt1111508,7.5,2283
tt13796600,8.8,2283
tt15783426,5.2,2283
tt18298648,6.7,2283
tt1864405,6.1,2283
tt18827746,5.8,2283
tt22001978,6.7,2283
tt34423542,9.2,2283
tt5541132,7.1,2283
tt7304078,8.1,2283
tt8312916,7.7,2283
tt8318702,3.8,2283
tt8777022,5.0,2283
tt0041399,6.7,2282
tt0067517,7.5,2282
tt0107146,6.6,2282
tt0701181,7.1,2282
tt10011508,7.3,2282
tt11383280,7.2,2282
tt1194624,5.5,2282
tt1361839,7.0,2282
tt2180571,3.7,2282
tt26595513,7.8,2282
tt28091020,6.9,2282
tt5745128,8.9,2282
tt5949946,6.2,2282
tt5969180,5.1,2282
tt7905880,6.6,2282
tt0071907,7.5,2281
tt0072560,6.7,2281
tt0089072,6.9,2281
tt0668320,8.1,2281
tt0699511,7.8,2281
tt0963015,7.6,2281
tt10345022,6.4,2281
tt11063952,7.8,2281
tt15355072,7.9,2281
tt17079868,6.3,2281
tt2014319,4.0,2281
tt23871678,7.5,2281
tt29439945,7.8,2281
tt4035268,5.7,2281
tt4114526,8.7,2281
tt6685272,8.7,2281
tt7161902,8.0,2281
tt9858258,6.8,2281
tt0036653,5.9,2280
tt0068025,6.6,2280
tt0073663,6.5,2280
tt0160509,6.5,2280
tt0240119,5.3,2280
tt0284303,2.9,2280
tt0395173,7.1,2280
tt0512878,9.0,2280
tt10050346,7.7,2280
tt10452480,7.5,2280
tt11757646,8.0,2280
tt11781690,8.0,2280
tt1196310,8.8,2280
tt1224369,6.8,2280
tt24516518,8.3,2280
tt26897933,7.1,2280
tt7073388,8.5,2280
tt7214470,4.2,2280
tt0040862,5.5,2279
tt0078801,5.4,2279
tt0089740,6.8,2279
tt0668297,8.1,2279
tt0699533,7.9,2279
tt0708614,7.4,2279
tt0765469,6.1,2279
tt10675966,5.5,2279
tt13639204,6.2,2279
tt15472454,6.6,2279
tt1722638,6.4,2279
tt1785389,7.4,2279
tt1884369,4.7,2279
tt2639376,7.6,2279
tt2649404,8.0,2279
tt7183156,8.4,2279
tt7364566,7.2,2279
tt8544126,7.9,2279
tt8660726,7.1,2279
tt0708533,6.7,2278
tt10499232,7.9,2278
tt1074757,7.3,2278
tt1256264,7.8,2278
tt1329662,7.6,2278
tt1371711,8.4,2278
tt1588042,7.8,2278
tt28056402,8.6,2278
tt32820800,7.9,2278
tt35530357,8.5,2278
tt5668370,8.0,2278
tt8641686,9.0,2278
tt0039581,6.5,2277
tt0054853,6.4,2277
tt0394892,7.3,2277
tt10534996,7.3,2277
tt13117446,3.3,2277
tt1342402,7.6,2277
tt1382339,7.5,2277
tt14179768,7.7,2277
tt1991372,8.2,2277
tt23392406,7.8,2277
tt23782662,4.7,2277
tt2828616,8.2,2277
tt32263319,6.8,2277
tt3311020,4.7,2277
tt6403506,9.0,2277
tt0049856,6.8,2276
tt0330977,6.0,2276
tt0398545,7.8,2276
tt0420304,7.0,2276
tt0512867,7.7,2276
tt0708938,6.7,2276
tt0858437,3.7,2276
tt10080424,7.5,2276
tt1155651,7.1,2276
tt12286434,6.1,2276
tt1275861,4.8,2276
tt2573750,6.0,2276
tt29720239,7.7,2276
tt8787632,4.1,2276
tt0085951,7.0,2275
tt0114268,5.4,2275
tt0241218,2.0,2275
tt0379754,2.4,2275
tt10098498,7.3,2275
tt11394188,6.4,2275
tt13276386,6.5,2275
tt1430110,6.7,2275
tt14834542,7.1,2275
tt1566096,8.2,2275
tt30252919,7.6,2275
tt4682562,6.0,2275
tt4816364,8.0,2275
tt5042722,7.9,2275
tt6217954,7.6,2275
tt7183120,8.1,2275
tt9471544,8.1,2275
tt9700190,8.6,2275
tt0042700,6.9,2274
tt0091902,4.7,2274
tt0117394,7.2,2274
tt0251382,5.3,2274
tt0519588,8.6,2274
tt0708611,6.9,2274
tt14474588,6.5,2274
tt1467088,5.1,2274
tt18340636,7.6,2274
tt20318226,6.8,2274
tt2807626,7.4,2274
tt28608358,6.5,2274
tt4712924,7.9,2274
tt7365860,7.3,2274
tt9072148,7.6,2274
tt9786512,6.1,2274
tt0022905,6.9,2273
tt0075082,6.9,2273
tt0091621,4.8,2273
tt0097045,6.7,2273
tt0233084,6.6,2273
tt0233687,7.2,2273
tt0519765,7.6,2273
tt1019218,8.7,2273
tt10334602,7.0,2273
tt11247180,8.8,2273
tt1155696,6.7,2273
tt12963502,6.6,2273
tt13063384,5.0,2273
tt18285532,6.6,2273
tt2104516,7.7,2273
tt31493275,4.2,2273
tt3600856,8.6,2273
tt4176556,5.9,2273
tt4412528,6.0,2273
tt7913450,6.8,2273
tt8550918,8.5,2273
tt0048401,6.8,2272
tt0064616,6.8,2272
tt0068569,7.5,2272
tt0077497,4.0,2272
tt0085380,6.9,2272
tt0258761,7.2,2272
tt0293437,6.2,2272
tt0582421,9.4,2272
tt0699507,8.4,2272
tt0708650,7.4,2272
tt0809533,6.6,2272
tt0901364,8.6,2272
tt1131728,4.0,2272
tt1193460,7.3,2272
tt15683364,7.2,2272
tt1635962,8.1,2272
tt33700819,7.6,2272
tt3626804,7.5,2272
tt4669278,3.5,2272
tt5488854,6.9,2272
tt6493686,7.8,2272
tt0030865,7.1,2271
tt0084978,6.8,2271
tt14959710,6.4,2271
tt1539093,7.6,2271
tt1954843,5.6,2271
tt37094064,9.6,2271
tt3780322,8.5,2271
tt5978570,8.8,2271
tt6928060,6.2,2271
tt8994282,8.4,2271
tt0050599,5.6,2270
tt0070423,5.3,2270
tt0079366,7.1,2270
tt0093872,2.4,2270
tt0097085,7.2,2270
tt0107333,4.7,2270
tt0226935,4.8,2270
tt0282418,4.9,2270
tt0320024,7.2,2270
tt0699485,7.4,2270
tt2357472,8.2,2270
tt2677554,8.7,2270
tt2747036,8.2,2270
tt3947936,7.9,2270
tt6428698,7.8,2270
tt8498932,9.0,2270
tt9072164,8.2,2270
tt0244528,5.3,2269
tt0701984,8.9,2269
tt10418608,7.5,2269
tt13440628,8.9,2269
tt13456340,7.6,2269
tt13676300,6.1,2269
tt16227476,4.7,2269
tt2308001,8.2,2269
tt2385074,4.5,2269
tt2737872,8.3,2269
tt3280610,8.2,2269
tt3684710,7.5,2269
tt37094055,9.5,2269
tt3784620,8.4,2269
tt3839906,7.0,2269
tt5030402,5.9,2269
tt6182954,6.9,2269
tt6215712,6.3,2269
tt6421480,6.4,2269
tt9140108,5.8,2269
tt9348584,7.0,2269
tt9601558,7.9,2269
tt0032676,6.7,2268
tt0077636,5.4,2268
tt0110236,6.7,2268
tt0187405,9.3,2268
tt0529893,7.6,2268
tt0708537,7.2,2268
tt13862156,8.2,2268
tt1714810,5.4,2268
tt3677742,8.1,2268
tt3745906,5.1,2268
tt3858936,8.3,2268
tt6304968,7.0,2268
tt6916502,2.7,2268
tt8394326,8.0,2268
tt8962134,6.9,2268
tt0024968,6.9,2267
tt0040499,6.8,2267
tt0052106,6.7,2267
tt0083619,6.3,2267
tt0108334,5.5,2267
tt0702032,8.7,2267
tt0708555,7.6,2267
tt0907674,7.5,2267
tt11329280,8.2,2267
tt11748354,6.6,2267
tt14466362,6.3,2267
tt2637682,7.9,2267
tt26690968,6.2,2267
tt3065730,8.5,2267
tt3065978,7.3,2267
tt31522775,7.1,2267
tt3279494,7.7,2267
tt34544006,9.6,2267
tt3674454,8.7,2267
tt4699534,5.8,2267
tt6874254,4.8,2267
tt9134760,4.2,2267
tt0037939,7.0,2266
tt0040422,7.8,2266
tt0098093,5.2,2266
tt0424338,5.6,2266
tt1138482,6.8,2266
tt14647832,8.2,2266
tt15170318,5.6,2266
tt1543387,7.4,2266
tt15944018,5.3,2266
tt1809194,7.2,2266
tt33305711,7.5,2266
tt4397342,6.3,2266
tt4513428,7.3,2266
tt5668364,7.9,2266
tt7817348,6.6,2266
tt9858244,6.3,2266
tt0037644,6.5,2265
tt0043075,7.2,2265
tt0051948,5.8,2265
tt0073107,7.0,2265
tt0112945,6.5,2265
tt1054116,6.3,2265
tt15170316,5.9,2265
tt1850220,8.8,2265
tt2103561,7.8,2265
tt28004697,4.3,2265
tt3682540,8.2,2265
tt4941946,7.6,2265
tt5314826,8.4,2265
tt9046968,8.0,2265
tt0019074,7.5,2264
tt0062207,6.9,2264
tt0099460,5.7,2264
tt0109034,6.8,2264
tt0651851,8.8,2264
tt0668324,8.5,2264
tt0699502,7.6,2264
tt0734665,7.9,2264
tt0734694,7.5,2264
tt12058582,3.6,2264
tt1850221,7.7,2264
tt2006753,5.3,2264
tt2396224,8.4,2264
tt5218426,8.0,2264
tt5565670,8.3,2264
tt7176466,8.4,2264
tt7222272,7.8,2264
tt8105958,8.1,2264
tt8653072,7.3,2264
tt0090665,6.7,2263
tt0094997,4.6,2263
tt0097478,5.8,2263
tt0306666,7.1,2263
tt0392049,5.8,2263
tt0394915,5.8,2263
tt0422491,6.6,2263
tt0459924,4.9,2263
tt0512918,8.7,2263
tt0708509,8.2,2263
tt1118137,7.4,2263
tt12809990,8.0,2263
tt21087084,5.4,2263
tt21631058,8.0,2263
tt24532414,7.9,2263
tt27477888,5.1,2263
tt4464088,7.9,2263
tt6027138,7.8,2263
tt6464530,8.5,2263
tt9341016,8.3,2263
tt0036422,6.7,2262
tt0036807,6.3,2262
tt0098214,8.0,2262
tt0457802,7.3,2262
tt0576934,7.5,2262
tt10112240,8.4,2262
tt10703978,4.7,2262
tt11730940,5.8,2262
tt1226625,8.5,2262
tt13898512,7.9,2262
tt1554336,8.2,2262
tt1647025,8.0,2262
tt21116406,9.0,2262
tt23903430,8.3,2262
tt28150459,7.5,2262
tt36242714,7.8,2262
tt6109124,6.4,2262
tt9872558,5.4,2262
tt0075165,6.7,2261
tt0081635,6.6,2261
tt0098492,7.7,2261
tt0327920,7.4,2261
tt0708634,7.6,2261
tt13247890,7.3,2261
tt1577038,6.6,2261
tt16124480,5.6,2261
tt2112540,8.1,2261
tt2387495,7.3,2261
tt5728934,7.5,2261
tt5957862,7.9,2261
tt0049177,6.2,2260
tt0069745,4.7,2260
tt0070935,7.3,2260
tt0115418,8.4,2260
tt0119560,5.9,2260
tt0219813,6.2,2260
tt0303830,6.4,2260
tt0366028,8.3,2260
tt0572191,7.6,2260
tt11401120,9.3,2260
tt1196094,7.0,2260
tt14584186,5.5,2260
tt15173952,5.0,2260
tt15232542,7.3,2260
tt2005268,7.0,2260
tt20723826,7.3,2260
tt2096351,7.7,2260
tt27743016,7.5,2260
tt4289434,7.6,2260
tt6068898,8.8,2260
tt6597824,7.4,2260
tt6971114,6.7,2260
tt8051708,7.7,2260
tt9700178,8.3,2260
tt0026197,6.6,2259
tt0047313,7.3,2259
tt0086232,4.9,2259
tt0119494,6.2,2259
tt0133170,7.7,2259
tt0466043,6.2,2259
tt0981210,7.7,2259
tt10684374,7.4,2259
tt15290106,3.4,2259
tt2349440,5.8,2259
tt2723240,7.0,2259
tt5647876,8.6,2259
tt5668366,7.9,2259
tt6686450,7.5,2259
tt7328408,7.5,2259
tt0034734,7.0,2258
tt0050383,6.9,2258
tt0252649,4.6,2258
tt0280898,9.0,2258
tt0325352,6.4,2258
tt0394913,7.6,2258
tt0701251,7.3,2258
tt0763031,6.9,2258
tt0772597,7.7,2258
tt1160317,4.3,2258
tt1221207,5.3,2258
tt12283036,4.3,2258
tt12693148,7.4,2258
tt1456949,7.3,2258
tt21339860,5.8,2258
tt27192366,8.2,2258
tt27641085,5.4,2258
tt5059724,6.9,2258
tt5746182,9.2,2258
tt7482212,6.9,2258
tt9062784,6.3,2258
tt0022335,6.9,2257
tt0049170,6.8,2257
tt0078222,6.9,2257
tt0090250,7.5,2257
tt0105719,5.8,2257
tt0106258,4.9,2257
tt13246984,8.8,2257
tt14676004,7.2,2257
tt15466426,6.8,2257
tt32117939,8.4,2257
tt4058426,8.2,2257
tt4963986,7.4,2257
tt5218462,8.8,2257
tt7183150,8.1,2257
tt0039761,6.8,2256
tt0067989,6.5,2256
tt0077300,3.2,2256
tt0113557,7.2,2256
tt0762117,7.2,2256
tt1037222,5.3,2256
tt1616769,8.3,2256
